FIRM_NAME,MODEL_NAME,MODEL_CATEGORY_RANK,SUB_MODEL_NAME,ALLOCATION_CATEGORY,STRATEGY_NAME,PRODUCT_TYPE,TICKER,ALLOCATION_PCT,MODEL_LAUNCH_DATE,AS_OF_DATE,UPDATE_FREQUENCY,FTMAS_FIRM_MANAGED,LOAD_DATE_TIME,PARENT_DEALER_CODE,PLATFORM_TYPE,PLATFORM_DEF
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,2,Growth & Income, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.15, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,2,Growth & Income, ,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Templeton Developing Markets Adv,Mutual Fund,TDADX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.2, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Templeton Foreign Fund,Mutual Fund,TFFAX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin U.S. Government Securities Fund,Mutual Fund,FUSAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Income Models,2,Income, ,Franklin Income Fund,Mutual Fund,FRIAX,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Income Models,2,Income, ,Franklin High Income Fund,Mutual Fund,FVHIX,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin Federal Intermediate-Term Tax-Free Income Fund,Mutual Fund,FITZX,0.21, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Income Models,2,Income, ,Franklin U.S. Government Securities Fund,Mutual Fund,FUSAX,0.17, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin International Growth Fund,Mutual Fund,FNGZX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin Federal Tax-Free Income Fund,Mutual Fund,FAFTX,0.17, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin Floating Rate Daily Access Fund,Mutual Fund,FDAAX,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin High Income Fund,Mutual Fund,FVHIX,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.18, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin LibertyQ Global Dividend ETF,ETF,FLQE,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin Growth Fund,Mutual Fund,FCGAX,0.2, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Templeton Developing Markets Adv,Mutual Fund,TDADX,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin U.S. Government Securities Fund,Mutual Fund,FUSAX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Templeton Foreign Fund,Mutual Fund,TFFAX,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,4,Equity Growth, ,Franklin Dynatech Fund,Mutual Fund,FDYZX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,FIXED INCOME,IShares US Treasury Bond ETF,ETF,GOVT,0.05, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,International Equity,Franklin International Growth Fund,Mutual Fund,FNGZX,0.04, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,1,Long-Term Income Generation,EQUITY,iShares S&P 500 Value Index ETF,ETF,IVE,0.02, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,1,Long-Term Income Generation,FIXED INCOME,iShares Intermediate-Term Corporate Bond ETF,ETF,IGIB,0.05, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,2,Balanced Growth,EQUITY,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.1, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,2,Balanced Growth,FIXED INCOME,Delaware Corporate Bond Fund Institutional Class,Mutual Fund,DGCIX,0.01, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,2,Balanced Growth,ALTERNATIVES,Franklin K2 Alternative Strategies Fund Advisor Class,Mutual Fund,FABZX,0.05, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,2,Rising Rate Defense,EQUITY,Franklin Growth Fund Advisor Class,Mutual Fund,FCGAX,0.1, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,2,Rising Rate Defense,FIXED INCOME,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.13, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,2,Rising Rate Defense,FIXED INCOME,iShares Intermediate-Term Corporate Bond ETF,ETF,IGIB,0.05, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Outcome-Oriented Strategies,2,Rising Rate Defense,ALTERNATIVES,Franklin K2 Alternative Strategies Fund Advisor Class,Mutual Fund,FABZX,0.06, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,3,Capital Appreciation,INTERNATIONAL EQUITY,Franklin International Growth Fund,Mutual Fund,FNGZX,0.12, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,3,Capital Appreciation,EQUITY,T Rowe Price Overseas Stock Fund,Mutual Fund,TROIX,0.08, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,3,Capital Appreciation,FIXED INCOME,PGIM Core Bond Fund,Mutual Fund,TAIBX,0.09, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,1,INCOME,Balanced Funds,Franklin Income Fund,Mutual Fund,FRIAX,0.06, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,1,INCOME,Ladenburg,Ladenburg Income,Mutual Fund,LNCIX,0.35, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,2,INCOME & GROWTH,Balanced Funds,Franklin Income Fund,Mutual Fund,FRIAX,0.06, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,2,INCOME & GROWTH,Ladenburg,Ladenburg Income & Growth,Mutual Fund,LNOIX,0.35, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,3,GROWTH & INCOME,Equity Funds,Templeton Emerging Markets Small Cap,Mutual Fund,TEMZX,0.03, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,3,GROWTH & INCOME,Fixed Income Funds,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.06, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,4,GROWTH,Equity Funds,Mutual Global Discovery,Mutual Fund,MDISX,0.08, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,4,GROWTH,Fixed Income Funds,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.03, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,5,AGGRESSIVE GROWTH,Equity Funds,Mutual Global Discovery,Mutual Fund,MDISX,0.09, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LADENBURG,LADENBURG FRANKLIN TEMPLETON MODEL PORTFOLIOS,5,AGGRESSIVE GROWTH,Ladenburg,Ladenburg Aggressive Growth,Mutual Fund,LAGIX,0.35, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16,0046 All, , 
LINCOLN INVESTMENT PLANNING,Franklin Templeton Income Portfolio,1,Income,Fixed Income,Delaware Corporate Bond Fund,Mutual Fund,DGCAX,0.04, ,2.02E+16,Monthly,FTMAS,2.02E+16,9928, , 
LINCOLN INVESTMENT PLANNING,Franklin Templeton Income Portfolio,1,Income,Multi-Asset/Hybrid,Franklin Income Fund,Mutual Fund,FKIQX,0.27, ,2.02E+16,Monthly,FTMAS,2.02E+16,9928, , 
LPL,Franklin Templeton Income Portfolio,1,Income with Capital Preservation,Equity Fund Allocation,Franklin Mutual Beacon Fund,Mutual Fund,BEGRX,0.04, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,1,Income with Capital Preservation,Fixed Income Fund Allocation,Franklin Floating Rate Daily Access Fund,Mutual Fund,FDAAX,0.1, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Tax Aware Portfolio,1,Income with Capital Preservation,Equity Fund Allocation,Franklin Equity Income Fund,Mutual Fund,FEIFX,0.03, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Tax Aware Portfolio,1,Income with Capital Preservation,Fixed Income Fund Allocation,Franklin Federal Intermediate-Term Tax-Free Income Fund,Mutual Fund,FITZX,0.22, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,2,Income with Moderate Growth,Fixed Income Fund Allocation,Franklin High Income Fund,Mutual Fund,FVHIX,0.08, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,2,Income with Moderate Growth,Real Assets,MainGate MLP Fund,Mutual Fund,IMLPX,0.05, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Tax Aware Portfolio,2,Income with Moderate Growth,Equity Fund Allocation,Franklin Mutual Global Discovery Fund,Mutual Fund,MDISX,0.04, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Tax Aware Portfolio,2,Income with Moderate Growth,Fixed Income Fund Allocation,Franklin Federal Intermediate-Term Tax-Free Income Fund,Mutual Fund,FITZX,0.19, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Tax Aware Portfolio,2,Income with Moderate Growth,Fixed Income Fund Allocation,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.04, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,3,Growth with Income,Equity Fund Allocation,Franklin Equity Income Fund,Mutual Fund,FEIFX,0.04, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,3,Growth with Income,Balanced Fund Allocation,Franklin Mutual Quest Fund,Mutual Fund,MQIFX,0.1, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,3,Growth with Income,Fixed Income Fund Allocation,Franklin Total Return Fund,Mutual Fund,FBDAX,0.07, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
LPL,Franklin Templeton Income Portfolio,3,Growth with Income,Cash,Cash,Cash,,0.02, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,4,Equity Growth, ,Franklin Growth Fund,Mutual Fund,FCGAX,0.18, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,4,Equity Growth, ,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.16, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,FRANKLIN RISING DIVIDEND-A,Mutual Fund,FRDPX,0.11, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,TEMPLETON DEVELOP MRKTS-A,Mutual Fund,TEDMX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.14, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,1,Franklin Templeton A Shares Tax-Advantaged Income Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.15, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.25, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN INCOME FUND-A,Mutual Fund,FKIQX,0.25, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,TEMPLETON GLOBAL BOND-A,Mutual Fund,TPINX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,2,Franklin Templeton A Shares Income Model, ,FRANKLIN HIGH INCOME-A,Mutual Fund,FHQRX,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,2,Franklin Templeton A Shares Income Model, ,FRANKLIN INCOME FUND-A,Mutual Fund,FKIQX,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,2,Franklin Templeton A Shares Tax-Advantaged Stability Model, ,TEMPLETON FOREIGN FUND-A,Mutual Fund,TEMFX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,3,Franklin Templeton A Shares Growth Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.26, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,3,Franklin Templeton A Shares Growth Model, ,FRANKLIN INTL GRWTH-A,Mutual Fund,FNGAX,0.11, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,3,Franklin Templeton A Shares Growth Model, ,TEMPLETON GLOBAL BOND-A,Mutual Fund,TPINX,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,3,Franklin Templeton A Shares Growth & Enhanced Income Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,3,Franklin Templeton A Shares Growth & Enhanced Income Model, ,TEMPLETON GLOBAL BOND-A,Mutual Fund,TPINX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,3,Franklin Templeton A Shares Stability Model, ,FRANKLIN RISING DIVIDEND-A,Mutual Fund,FRDPX,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,3,Franklin Templeton A Shares Stability Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.23, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,4,Franklin Templeton A Shares Equity Growth Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.11, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,EQUITY,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.05, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
LPL,Franklin Templeton Tax Aware Portfolio,3,Growth with Income,Equity Fund Allocation,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.1, ,2.02E+16,Quarterly,Firm Managed,2.02E+16,8992, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,FIXED INCOME,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.27, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,Cash,Cash,Cash,,0.02, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
FTMAS ETF ONLY MODELS,Franklin Templeton Conservative Growth Model,1,Conservative Growth, ,Franklin Liberty US Aggt Bd ETF,ETF,FLCB,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin LibertyQ US Equity ETF,ETF,FLQL,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin FTSE Japan ETF,ETF,FLJP,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Growth Model,3,Growth, ,Franklin LibertyQ US Equity ETF,ETF,FLQL,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.14, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN RISING DIVIDEND-A,Mutual Fund,FRDPX,0.14, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,1,Franklin Templeton A Shares Tax-Advantaged Income Model, ,FRANKLIN FED INT-TRM T/F-A,Mutual Fund,FKQTX,0.17, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN RISING DIVIDEND-A,Mutual Fund,FRDPX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN FLT RTE DLY ACC-A,Mutual Fund,FAFRX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,FRANKLIN DYNATECH FUND-A,Mutual Fund,FKDNX,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,TEMPLETON DEVELOP MRKTS-A,Mutual Fund,TEDMX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,TEMPLETON GLOBAL BOND-A,Mutual Fund,TPINX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,FRANKLIN LW DUR TTL RTRN-A,Mutual Fund,FLDAX,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,2,Franklin Templeton A Shares Income Model, ,TEMPLETON GLOBAL BOND-A,Mutual Fund,TPINX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
